0:10:10	Initio Corporation
0:10:11	Cisco Systems, Inc. [Cisco Systems Cisco 75xx]
0:10:12	Processor Systems (I) PVT Ltd
0:10:13	Industrial Computer Source
0:10:14	Cisco Systems, Inc.
0:10:15	Oomon Inc.
0:10:16	T.Sqware
0:10:17	Micos GmbH
0:10:18	Broadcom Corporation
0:10:19	Sirona Dental Systems GmbH & Co. KG
0:10:1a	Picturetel Corp.
0:10:1b	Cornet Technology, Inc.
0:10:1c	OHM Technologies Intl, LLC
0:10:1d	Winbond Electronics Corp.
0:10:1e	Matsushita Electronic Instruments Corp.
0:10:1f	Cisco Systems, Inc. [Cisco Systems Catalyst 2901]
0:10:2	Actia
0:10:20	Welch Allyn, Data Collection
0:10:21	Encanto Networks, Inc.
0:10:22	Satcom Media Corporation
0:10:23	Flowwise Networks, Inc.
0:10:24	Nagoya Electric Works Co., Ltd
0:10:25	Grayhill Inc.
0:10:26	Accelerated Networks, Inc.
0:10:27	L-3 Communications East
0:10:28	Computer Technica, Inc.
0:10:29	Cisco Systems, Inc. [Cisco Systems Catalyst 5000]
0:10:2a	ZF Microsystems, Inc.
0:10:2b	Umax Data Systems, Inc.
0:10:2c	Lasat Networks A/S
0:10:2d	Hitachi Software Engineering
0:10:2e	Network Systems & Technologies PVT. Ltd.
0:10:2f	Cisco Systems, Inc. [Cisco Systems Cisco 5000]
0:10:3	Imatron, Inc.
0:10:30	Wi-LAN, Inc.
0:10:31	Objective Communications, Inc.
0:10:32	Alta Technology
0:10:33	Accesslan Communications, Inc.
0:10:34	GNP Computers
0:10:35	Elitegroup Computer Systems Co., Ltd
0:10:36	Inter-TEL Integrated Systems
0:10:37	CYQ've Technology Co., Ltd.
0:10:38	Micro Research Institute, Inc.
0:10:39	Vectron Systems AG
0:10:3a	Diamond Network Tech
0:10:3b	Hippi Networking Forum
0:10:3c	IC Ensemble, Inc.
0:10:3d	Phasecom, Ltd.
0:10:3e	Netschools Corporation
0:10:3f	Tollgrade Communications, Inc.
0:10:4	The Brantley Coile Company,Inc
0:10:40	Intermec Corporation
0:10:41	Bristol Babcock, Inc.
0:10:42	Alacritech
0:10:43	A2 Corporation
0:10:44	Innolabs Corporation
0:10:45	Nortel Networks
0:10:46	Alcorn Mcbride Inc.
0:10:47	Echo Eletric Co. Ltd.
0:10:48	Htrc Automation, Inc.
0:10:49	Shoreline Teleworks, Inc.
0:10:4a	The Parvuc Corporation
0:10:4b	3com Corporation [3Com 3C905-TX PCI]
0:10:4c	Computer Access Technology
0:10:4d	Surtec Industries, Inc.
0:10:4e	Ceologic
0:10:4f	Storage Technology Corporation
0:10:5	UEC Commercial
0:10:50	Rion Co., Ltd.
0:10:51	Cmicro Corporation
0:10:52	Mettler-Toledo (Albstadt) GmbH
0:10:53	Computer Technology Corp.
0:10:54	Cisco Systems, Inc.
0:10:55	Fujitsu Microelectronics, Inc.
0:10:56	Sodick Co., Ltd.
0:10:57	Rebel.com, Inc.
0:10:58	Arrowpoint Communications
0:10:59	Diablo Research Co. LLC
0:10:5a	3com Corporation [3Com Fast Etherlink XL in a Gateway 2000]
0:10:5b	Net Insight AB
0:10:5c	Quantum Designs (H.K.) Ltd.
0:10:5d	Drager, Business Unit Monitoring
0:10:5e	Hekimian Laboratories, Inc.
0:10:5f	in-Snec
0:10:6	Thales Contact Solutions Ltd.
0:10:60	Billionton Systems, Inc. [Billington Novell NE200 Compatible]
0:10:61	Hostlink Corp.
0:10:62	NX Server, Ilnc.
0:10:63	Starguide Digital Networks
0:10:64	Digital Equipment Corp.
0:10:65	Radyne Corporation
0:10:66	Advanced Control Systems, Inc.
0:10:67	Redback Networks, Inc.
0:10:68	Comos Telecom
0:10:69	Helioss Communications, Inc.
0:10:6a	Digital Microwave Corporation
0:10:6b	Sonus Networks, Inc.
0:10:6c	Infratec Plus GmbH
0:10:6d	Integrity Communications, Inc.
0:10:6e	Tadiran Com. Ltd.
0:10:6f	Trenton Technology Inc.
0:10:7	Cisco Systems, Inc. [Cisco Systems Catalyst 1900]
0:10:70	Caradon Trend Ltd.
0:10:71	Advanet Inc.
0:10:72	GVN Technologies, Inc.
0:10:73	Technobox, Inc.
0:10:74	Aten International Co., Ltd.
0:10:75	Maxtor Corporation
0:10:76	Eurem GmbH
0:10:77	SAF Drive Systems, Ltd.
0:10:78	Nuera Communications, Inc.
0:10:79	Cisco Systems, Inc. [Cisco 5500 Router]
0:10:7a	Ambicom, Inc. [Ambicom (was Tandy?)]
0:10:7b	Cisco Systems, Inc. [Cisco Systems]
0:10:7c	P-Com, Inc.
0:10:7d	Aurora Communications, Ltd.
0:10:7e	Bachmann Electronic GmbH
0:10:7f	Crestron Electronics, Inc.
0:10:8	Vienna Systems Corporation
0:10:80	Metawave Communications
0:10:81	DPS, Inc.
0:10:82	JNA Telecommunications Limited
0:10:83	Hewlett-Packard Company [HP-UX E 9000/889]
0:10:84	K-BOT Communications
0:10:85	Polaris Communications, Inc.
0:10:86	Atto Technology, Inc.
0:10:87	Xstreamis PLC
0:10:88	American Networks Inc.
0:10:89	Websonic
0:10:8a	Teralogic, Inc.
0:10:8b	Laseranimation Sollinger GmbH
0:10:8c	Fujitsu Telecommunications Europe, Ltd.
0:10:8d	Johnson Controls, Inc.
0:10:8e	Hugh Symons Concept Technologies Ltd.
0:10:8f	Raptor Systems
0:10:9	Horo Quartz
0:10:90	Cimetrics, Inc.
0:10:91	NO Wires Needed BV
0:10:92	Netcore Inc.
0:10:93	CMS Computers, Ltd.
0:10:94	Adtech, Inc.
0:10:95	Thomson Multimedia, Inc.
0:10:96	Tracewell Systems, Inc.
0:10:97	Winnet Metropolitan Communications Systems, Inc.
0:10:98	Starnet Technologies, Inc.
0:10:99	Innomedia, Inc.
0:10:9a	Netline
0:10:9b	Vixel Corporation
0:10:9c	M-System Co., Ltd.
0:10:9d	Clarinet Systems, Inc.
0:10:9e	Aware, Inc.
0:10:9f	Pavo, Inc.
0:10:a	Williams Communications Group
0:10:a0	Innovex Technologies, Inc.
0:10:a1	Kendin Semiconductor, Inc.
0:10:a2	TNS
0:10:a3	Omnitronix, Inc.
0:10:a4	Xircom [Xircom Real Port 10/100 PC Card]
0:10:a5	Oxford Instruments
0:10:a6	Cisco Systems, Inc. [Cisco]
0:10:a7	Unex Technology Corporation
0:10:a8	Reliance Computer Corp.
0:10:a9	Adhoc Technologies
0:10:aa	Media4, Inc.
0:10:ab	Koito Industries, Ltd.
0:10:ac	Imci Technologies
0:10:ad	Softronics USB, Inc.
0:10:ae	Shinko Electric Industries Co.
0:10:af	TAC Systems, Inc.
0:10:b	Cisco Systems, Inc. [Cisco Systems]
0:10:b0	Meridian Technology Corp.
0:10:b1	for-A Co., Ltd.
0:10:b2	Coactive Aesthetics
0:10:b3	Nokia Multimedia Terminals
0:10:b4	Atmosphere Networks
0:10:b5	Accton Technology Corporation
0:10:b6	Entrata Communications Corp.
0:10:b7	Coyote Technologies, LLC
0:10:b8	Ishigaki Computer System Co.
0:10:b9	Maxtor Corp.
0:10:ba	Martinho-Davis Systems, Inc.
0:10:bb	Data & Information Technology
0:10:bc	Nortel Networks
0:10:bd	The Telecommunication Technology Committee
0:10:be	Telexis Corp.
0:10:bf	Interair Wireless
0:10:c	ITO Co., Ltd.
0:10:c0	Arma, Inc.
0:10:c1	OI Electric Co., Ltd.
0:10:c2	Willnet, Inc.
0:10:c3	CSI-Control Systems
0:10:c4	Media Links Co., Ltd.
0:10:c5	Protocol Technologies, Inc.
0:10:c6	USI
0:10:c7	Data Transmission Network
0:10:c8	Communications Electronics Security Group
0:10:c9	Mitsubishi Electronics Logistic Support Co.
0:10:ca	Integral Access
0:10:cb	Facit K.K.
0:10:cc	CLP Computer Logistik Planung GmbH
0:10:cd	Interface Concept
0:10:ce	Volamp, Ltd.
0:10:cf	Fiberlane Communications
0:10:d	Cisco Systems, Inc. [Cisco Systems Catalyst 2924-XL]
0:10:d0	Witcom, Ltd.
0:10:d1	Top Layer Networks, Inc.
0:10:d2	Nitto Tsushinki Co., Ltd
0:10:d3	Grips Electronic GmbH
0:10:d4	Storage Computer Corporation
0:10:d5	Imasde Canarias, S.A.
0:10:d6	ITT - A/CD
0:10:d7	Argosy Research Inc. [Argosy EN 220 Fast Ethernet PCMCIA]
0:10:d8	Calista
0:10:d9	IBM Japan, Fujisawa MT+D
0:10:da	Motion Engineering, Inc.
0:10:db	Netscreen Technologies, Inc.
0:10:dc	Micro-Star International Co., Ltd.
0:10:dd	Enable Semiconductor, Inc.
0:10:de	International Datacasting Corporation
0:10:df	Rise Computer Inc.
0:10:e	Micro Linear Coporation
0:10:e0	Cobalt Microserver, Inc.
0:10:e1	S.I. Tech, Inc.
0:10:e2	Arraycomm, Inc.
0:10:e3	Compaq Computer Corporation
0:10:e4	NSI Corporation
0:10:e5	Solectron Texas
0:10:e6	Applied Intelligent Systems, Inc.
0:10:e7	Breezecom
0:10:e8	Telocity, Incorporated
0:10:e9	Raidtec Ltd.
0:10:ea	Adept Technology
0:10:eb	Selsius Systems, Inc.
0:10:ec	Rpcg, LLC
0:10:ed	Sundance Technology, Inc.
0:10:ee	CTI Products, Inc.
0:10:ef	Dbtel Incorporated
0:10:f	Industrial CPU Systems
0:10:f1	I-O Corporation
0:10:f2	Antec
0:10:f3	Nexcom International Co., Ltd.
0:10:f4	Vertical Networks, Inc.
0:10:f5	Amherst Systems, Inc.
0:10:f6	Cisco Systems, Inc. [Cisco]
0:10:f7	Iriichi Technologies Inc.
0:10:f8	Kenwood TMI Corporation
0:10:f9	Unique Systems, Inc.
0:10:fa	Zayante, Inc.
0:10:fb	Zida Technologies Limited
0:10:fc	Broadband Networks, Inc.
0:10:fd	Cocom A/S
0:10:fe	Digital Equipment Corporation
0:10:ff	Cisco Systems, Inc.
0:17:0	Kabel
0:1:0	Equip'Trans
0:1:1	Private
0:1:10	Gotham Networks
0:1:11	Idigm Inc.
0:1:12	Shark Multimedia Inc.
0:1:13	Olympus Optical Co., Ltd.
0:1:14	Kanda Tsushin Kogyo Co., Ltd.
0:1:15	Extratech Corporation
0:1:16	Netspect Technologies, Inc.
0:1:17	Canal
0:1:18	EZ Digital Co., Ltd.
0:1:19	Action Controls Pty. Ltd.
0:1:1a	EEH Datalink GmbH
0:1:1b	Unizone Technologies, Inc.
0:1:1c	Universal Talkware Corporation
0:1:1d	Centillium Communications
0:1:1e	Precidia Technologies, Inc.
0:1:1f	RC Networks, Inc.
0:1:2	3com Corporation [BBN (Bolt Beranek and Newman, Inc.); internal usage (not registered)]
0:1:20	Oscilloquartz S.A.
0:1:21	Rapidstream Inc.
0:1:22	Trend Communications, Ltd.
0:1:23	Digital Electronics Corp.
0:1:24	Acer Incorporated
0:1:25	Yaesu Musen Co., Ltd.
0:1:26	PAC Labs
0:1:27	The Open Group Limited
0:1:28	Enjoyweb, Inc.
0:1:29	DFI Inc.
0:1:2a	Telematica Sistems Inteligente
0:1:2b	Telenet Co., Ltd.
0:1:2c	Aravox Technologies, Inc.
0:1:2d	Komodo Technology
0:1:2e	PC Partner Ltd.
0:1:2f	Twinhead International Corp
0:1:3	3com Corporation
0:1:30	Extreme Networks
0:1:31	Detection Systems, Inc.
0:1:32	Dranetz - BMI
0:1:33	Kyowa Electronic Instruments C
0:1:34	SIG Positec Systems AG
0:1:35	KDC Corp.
0:1:36	Cybertan Technology, Inc.
0:1:37	IT Farm Corporation
0:1:38	Xavi Technologies Corp.
0:1:39	Point Multimedia Systems
0:1:3a	Shelcad Communications, Ltd.
0:1:3b	BNA Systems
0:1:3c	TIW Systems
0:1:3d	Riscstation Ltd.
0:1:3e	Ascom Tateco AB
0:1:3f	Neighbor World Co., Ltd.
0:1:4	Dvico Co., Ltd.
0:1:40	Sendtek Corporation
0:1:41	Cable Print
0:1:42	Cisco Systems, Inc.
0:1:43	Cisco Systems, Inc. [IEEE 802]
0:1:44	Cereva Networks, Inc.
0:1:45	Winsystems, Inc.
0:1:46	Tesco Controls, Inc.
0:1:47	Zhone Technologies
0:1:48	X-Traweb Inc.
0:1:49	T.D.T. Transfer Data Test GmbH
0:1:4a	Sony Computer Science Labs., I
0:1:4b	Ennovate Networks, Inc.
0:1:4c	Berkeley Process Control
0:1:4d	Shin Kin Enterprises Co., Ltd
0:1:4e	WIN Enterprises, Inc.
0:1:4f	Luminous Networks, Inc.
0:1:5	Beckhoff GmbH
0:1:50	Gilat Communications, Ltd. [Megahertz (now 3com) modem]
0:1:51	Ensemble Communications
0:1:52	Chromatek Inc.
0:1:53	Archtek Telecom Corporation
0:1:54	G3M Corporation
0:1:55	Promise Technology, Inc.
0:1:56	Firewiredirect.Com, Inc.
0:1:57	Syswave Co., Ltd
0:1:58	Electro Industries/Gauge Tech
0:1:59	S1 Corporation
0:1:5a	Digital Video Broadcasting
0:1:5b	Italtel S.p.A/RF-UP-I
0:1:5c	Cadant Inc.
0:1:5d	Pirus Networks
0:1:5e	Best Technology Co., Ltd.
0:1:5f	Digital Design GmbH
0:1:6	Tews Datentechnik GmbH
0:1:60	Elmex Co., Ltd.
0:1:61	Meta Machine Technology
0:1:62	Cygnet Technologies, Inc.
0:1:63	Cisco Systems, Inc. [NDC (National Datacomm Corporation)]
0:1:64	Cisco Systems, Inc.
0:1:65	Airswitch Corporation
0:1:66	TC Group A/S
0:1:67	Hioki E.E. Corporation
0:1:68	Vitana Corporation [W&G (Wandel & Goltermann); [incorrect according to W&G]]
0:1:69	Celestix Networks Pte Ltd.
0:1:6a	Alitec
0:1:6b	Lightchip, Inc.
0:1:6c	Foxconn
0:1:6d	Triton Network Systems
0:1:6e	Conklin Corporation
0:1:6f	Haitai Electronics Co., Ltd.
0:1:7	Leiser GmbH
0:1:70	ESE Embedded System Engineer'g
0:1:71	Allied Data Technologies
0:1:72	Technoland Co., Ltd.
0:1:73	JNI Corporation
0:1:74	Cyberoptics Corporation
0:1:75	Radiant Communications Corp.
0:1:76	Orient Silver Enterprises
0:1:77	Edsl
0:1:78	Margi Systems, Inc.
0:1:79	Wireless Technology, Inc.
0:1:7a	Chengdu Maipu Electric Industrial Co., Ltd.
0:1:7b	Heidelberger Druckmaschinen AG
0:1:7c	AG-E GmbH
0:1:7d	Thermoquest
0:1:7e	Adtek System Science Co., Ltd.
0:1:7f	Experience Music Project
0:1:8	Avlab Technology, Inc.
0:1:80	Aopen, Inc.
0:1:81	Nortel Networks
0:1:82	Dica Technologies AG
0:1:83	Anite Telecoms
0:1:84	Sieb & Meyer AG
0:1:85	Aloka Co., Ltd.
0:1:86	Disch GmbH
0:1:87	I2se GmbH
0:1:88	Lxco Technologies ag
0:1:89	Refraction Technology, Inc.
0:1:8a	ROI Computer AG
0:1:8b	Netlinks Co., Ltd.
0:1:8c	Mega Vision
0:1:8d	Audesi Technologies
0:1:8e	Logitec Corporation
0:1:8f	Kenetec, Inc.
0:1:9	Nagano Japan Radio Co., Ltd.
0:1:90	SMK-M
0:1:91	Syred Data Systems
0:1:92	Texas Digital Systems
0:1:93	Hanbyul Telecom Co., Ltd.
0:1:94	Capital Equipment Corporation
0:1:95	Sena Technologies, Inc.
0:1:96	Cisco Systems, Inc.
0:1:97	Cisco Systems, Inc.
0:1:98	Darim Vision
0:1:99	Heisei Electronics
0:1:9a	Leunig GmbH
0:1:9b	Kyoto Microcomputer Co., Ltd.
0:1:9c	JDS Uniphase Inc.
0:1:9d	E-Control Systems, Inc.
0:1:9e	ESS Technology, Inc.
0:1:9f	Phonex Broadband
0:1:a	CIS Technology Inc.
0:1:a0	Infinilink Corporation
